round_epochs,val_loss,val_acc,loss,acc,first_neuron,batch_size,epochs,epochs2,dropout,kernel_initializer,optimizer,lr,activation
50,1.391199561,0.797551455,0.004811869,0.998531431,80,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<function elu at 0x00000153CA8B8A60>
50,1.454763494,0.79746274,0.003902341,0.998809269,60,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.401666069,0.797019163,0.005032628,0.998563184,80,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<function selu at 0x00000153B9DA0730>
50,1.277773183,0.796841732,0.005304957,0.998412358,60,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<function elu at 0x00000153CA8B8A60>
50,1.378451984,0.796797374,0.003838298,0.998872774,80,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.565757133,0.796753016,0.003809806,0.998753701,60,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,2.390382479,0.796708659,0.083544751,0.987402062,60,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<function relu at 0x00000153CA8B8C80>
50,0.931852929,0.796575586,0.013189284,0.996094401,60,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.914250227,0.796442512,0.007596274,0.998372667,60,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<function elu at 0x00000153CA8B8A60>
50,2.105332389,0.795732789,0.029414294,0.994300366,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.50525133,0.795732789,0.004642905,0.998586999,40,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.166213496,0.794801278,0.010855032,0.997062863,60,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.325627444,0.794091554,0.003142293,0.998975971,100,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<function relu at 0x00000153CA8B8C80>
50,1.524633509,0.79378105,0.003355772,0.998920404,100,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.395639168,0.793647977,0.00472172,0.998571122,100,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<function elu at 0x00000153CA8B8A60>
50,1.473537927,0.793160043,0.00444324,0.998642566,80,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.001,<function elu at 0x00000153CA8B8A60>
50,2.306660418,0.792805181,0.075400875,0.980027466,80,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<function relu at 0x00000153CA8B8C80>
50,1.932170775,0.791740596,0.005119419,0.99849174,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.019098502,0.790853442,0.009932924,0.99725338,100,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.459742619,0.790188077,0.003626372,0.998880713,100,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.443488344,0.788901703,0.005471043,0.998380605,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.997595197,0.788369411,0.010221204,0.997110492,80,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.159212693,0.787748403,0.007974154,0.997864622,20,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<function relu at 0x00000153CA8B8C80>
50,0.989618977,0.787526615,0.012145819,0.996737396,80,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,0.998058539,0.786107168,0.014435166,0.996062648,40,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.536728115,0.785974095,0.005093293,0.998412358,60,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<function selu at 0x00000153B9DA0730>
