round_epochs,val_loss,val_acc,loss,acc,first_neuron,second_neuron,third_neuron,fourth_neuron,batch_size,epochs,epochs2,dropout,kernel_initializer,optimizer,lr,activation
50,7.892461707,0.510335344,3.115169684,0.806728426,100,50,40,20,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.347623816,0.796797374,0.002757466,0.999047415,100,50,30,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.34045724,0.803983322,0.004224672,0.998761639,100,60,40,15,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.420885989,0.786728176,0.00298091,0.998952156,75,60,40,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.193029037,0.800878282,0.00380103,0.99880133,90,50,30,15,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.896906976,0.794002839,0.01999529,0.996300795,90,60,30,20,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.722537915,0.813963804,0.010248539,0.997570908,80,60,40,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.23981859,0.364578124,80,60,30,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.175105244,0.43075763,7.501640351,0.534582807,75,60,40,15,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.554508653,0.810015969,0.003320115,0.998912465,90,50,30,15,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.427017183,0.801765436,0.002882585,0.998928342,75,50,30,20,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.22681266,0.364578124,80,60,40,15,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.175105244,0.43075763,7.50164035,0.534582807,90,60,30,15,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.439707875,0.829799503,0.004170545,0.998618752,80,60,30,20,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.889061742,0.808995742,0.004067942,0.998666381,80,60,30,15,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.652962442,0.810326473,0.011244506,0.997372453,100,50,40,20,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.842782838,0.787837119,0.024609516,0.994879855,80,60,40,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.689432366,0.796841732,0.004181912,0.998674319,90,50,30,20,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.505571778,0.816137331,0.002849557,0.998952156,75,50,30,20,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,14.38717311,0.107389993,14.61635219,0.093004056,80,50,30,15,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.569100669,0.78433286,0.002829125,0.998944218,90,50,30,15,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.596607897,0.806378637,0.004551704,0.99853937,90,50,40,15,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.504261652,0.813742016,0.004076663,0.99862669,75,60,40,20,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.20049639,0.365443389,80,60,40,15,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.470826197,0.804693045,0.010691032,0.997499464,90,50,40,15,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.708057805,0.791962385,0.003316779,0.998864836,80,50,30,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.7133217,0.825496806,0.004518991,0.998618752,80,60,30,20,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,14.38717309,0.107389993,14.61606444,0.093083439,100,50,30,20,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.24179332,0.364578124,100,60,30,15,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.786145438,0.800878282,0.003141413,0.998856898,100,50,30,15,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510288,0.43075763,7.499271932,0.534582807,90,60,30,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.598799757,0.821903833,0.004088212,0.99862669,80,60,40,20,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.583245678,0.817246274,0.010810538,0.997483588,90,50,40,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.721689723,0.803539744,0.002918643,0.998952156,80,50,40,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510287,0.43075763,7.499519638,0.534582807,100,60,40,15,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.2363277,0.364578124,100,50,40,15,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.784246875,0.803983322,0.004436395,0.998515555,80,50,30,20,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.506109114,0.801366217,0.002897143,0.998968033,90,60,30,15,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.43508425,0.808507807,0.002743043,0.998999786,90,60,30,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.65760418,0.815117104,0.003326645,0.998904527,75,60,40,20,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.664169475,0.785042583,0.026214336,0.994633771,90,60,40,15,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.672364609,0.809616749,0.004606094,0.998475864,75,60,40,15,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.43883777,0.806467353,0.004271174,0.998618752,75,60,40,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.498787018,0.805979418,0.003039643,0.998983909,80,60,30,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.237381439,0.796176366,0.003101436,0.99893628,90,60,30,15,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.458726383,0.823145848,0.002748011,0.999015662,75,60,30,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.531286663,0.791740596,0.015896407,0.996451621,75,60,30,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,14.38717816,0.107389993,14.62672902,0.092527764,80,60,30,20,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.684645743,0.797507097,0.008953599,0.998078953,75,50,40,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.23662498,0.36464163,75,50,40,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.15691901,0.368269391,100,60,30,15,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.175105244,0.43075763,5.808842245,0.63717622,75,50,40,15,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,14.38717309,0.107389993,14.6225203,0.092757972,80,50,30,20,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.673137781,0.786373314,0.016593791,0.996546879,80,50,40,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.107095533,0.796087651,0.002797338,0.998999786,90,50,40,20,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.44464688,0.802608233,0.004725515,0.998666381,100,60,30,20,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.479777783,0.80979418,0.010862182,0.99795988,90,50,30,15,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.555647134,0.810681334,0.003045069,0.998928342,75,60,30,15,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.24179039,0.364578124,75,50,30,15,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.292143897,0.813875089,0.00280246,0.999031539,90,50,30,20,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.996969296,0.794889993,0.008677832,0.998213903,100,50,40,15,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.186670736,0.803983322,0.004114363,0.998698134,75,60,40,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.517893446,0.778300213,0.004175645,0.998658443,90,50,40,15,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.164339229,0.796619943,0.006811274,0.997944004,80,50,40,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.624424603,0.814008162,0.004451426,0.998610813,100,50,30,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.699984318,0.819819021,0.004350195,0.998721948,90,60,30,15,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.969541554,0.808197303,0.002648172,0.998983909,100,50,40,20,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.175105244,0.43075763,7.501640352,0.534582807,80,60,40,20,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.7859114,0.33081973,10.24137044,0.364578124,80,60,30,15,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.566552421,0.813919446,0.004521556,0.998579061,80,60,40,15,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.245064387,0.804826118,0.002875802,0.9990236,90,50,30,15,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.088194458,0.807132718,0.003170181,0.998896589,75,50,40,20,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.837671291,0.814096877,0.017873076,0.996689767,80,60,40,15,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.167031696,0.80921753,0.002889292,0.998999786,100,60,30,15,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,0.994491205,0.805402768,0.003585433,0.998769578,90,60,40,20,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510287,0.43075763,7.501521407,0.534582807,90,60,40,15,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.387484402,0.810237757,0.003741517,0.998785454,80,60,40,15,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.798024216,0.805846345,0.004523135,0.998459987,80,50,30,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510287,0.43075763,7.501638759,0.534582807,100,50,30,20,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.410519957,0.81094748,0.004870727,0.998452049,80,50,30,15,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.695234138,0.797285309,0.002993119,0.998975971,90,60,30,15,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.057619552,0.802253371,0.003160665,0.998960095,100,60,30,15,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.80311069,0.806822214,0.002737446,0.998944218,75,60,40,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.662686919,0.812854862,0.00875177,0.99787256,100,50,40,15,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.7859114,0.33081973,10.23909203,0.364601939,90,50,40,15,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.150802732,0.804515614,0.003686024,0.99880133,75,50,30,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.243499574,0.794889993,0.007334767,0.997816993,80,50,40,20,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.684607685,0.79706352,0.008918363,0.997912251,100,50,30,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.336187989,0.797196593,0.003837023,0.998634628,80,60,40,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,2.019830748,0.791252661,0.018136188,0.996403991,75,50,30,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.623523337,0.805979418,0.019742042,0.996173783,90,50,40,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.340776376,0.797950674,0.002875267,0.998983909,75,50,30,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.353708071,0.796841732,0.003118675,0.998975971,75,50,30,20,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.199534481,0.799724982,0.003634416,0.998745763,80,60,40,15,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.246002305,0.787304826,0.003920398,0.998777516,90,50,30,20,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,0.89487222,0.807221434,0.005508793,0.998380605,90,60,40,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.5453628,0.813298439,0.004999287,0.998475864,75,50,40,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.21646497,0.365387821,90,60,30,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.23970706,0.36464163,80,60,30,15,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510287,0.43075763,7.501638764,0.534582807,75,60,40,15,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.159478273,0.790809084,0.003520521,0.99880133,100,50,30,20,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.248890879,0.771114265,0.004643114,0.998507617,75,50,30,20,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.175105244,0.43075763,7.49865746,0.534582807,75,60,40,20,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,0.980791984,0.804471256,0.003745093,0.998729887,80,50,30,15,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.516662364,0.814584812,0.008521807,0.998063077,75,50,40,20,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510288,0.43075763,7.50073497,0.534582807,100,60,30,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.688448591,0.799724982,0.002927358,0.998944218,80,60,30,15,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510288,0.43075763,7.497885137,0.534678066,80,50,30,15,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.646980801,0.802830021,0.019403956,0.995419653,75,50,40,20,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.7859114,0.33081973,9.863092754,0.387551301,80,50,30,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.22190457,0.36512586,80,60,30,20,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.389517974,0.79533357,0.007128223,0.997951942,90,50,30,20,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.502292507,0.807753726,0.004744833,0.998690196,75,60,40,15,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.775211988,0.802563875,0.008680293,0.998078953,90,50,40,15,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.643833729,0.803495387,0.013378295,0.996904098,75,50,30,15,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.237133736,0.772799858,0.003161259,0.998960095,100,50,40,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.77256943,0.817955997,0.009560349,0.997666167,80,50,40,20,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.484544895,0.824698368,0.002828295,0.998999786,90,60,30,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.443086601,0.792805181,0.003828423,0.998729887,100,50,40,15,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,9.17510287,0.43075763,7.500169097,0.534582807,90,50,30,20,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591463,0.33081973,10.21835901,0.364871838,80,60,30,20,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.70178794,0.799724982,0.004684259,0.998499679,80,50,30,15,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.01,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.523835957,0.806822214,0.002542713,0.999039477,90,60,40,20,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,10.78591139,0.33081973,10.23715495,0.364752764,75,50,30,15,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.469521339,0.796886089,0.003002062,0.998991847,100,50,30,20,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.383526263,0.799281405,0.002678353,0.999039477,100,60,40,20,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.820721646,0.792583392,0.003239041,0.998920404,80,50,30,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7fdbc087d898>
50,1.081223697,0.832460965,0.005305497,0.998325038,100,50,30,20,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000154C3F60C80>
50,1.484325423,0.821682044,0.007595926,0.998023386,90,60,30,15,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<function selu at 0x00000154C4388840>
50,1.565446842,0.81964159,0.003166254,0.998968033,80,50,30,15,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.001,<function relu at 0x00000154C3F60EA0>
50,1.539716893,0.819419801,0.023257088,0.994967176,90,50,40,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<function relu at 0x00000154C3F60EA0>
